matter_id,cnr,filing_no,filing_date,disposal_date,court_name,case_status,case_typology,case_category,matter_type,main_matter_id,updated_on,registration_number
8162,HCBM020295692021,COMSSL/29485/2021,2021-12-15,2024-03-08,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,8162.0,2024-09-17,
205582,HCBM020359932022,IAL/35987/2022,2022-11-18,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8162.0,2025-03-28,
207525,HCBM020319692022,SJL/31963/2022,2022-10-04,2023-03-08,Bombay High Court,Disposed,Original_SUMMONSES FOR JUDGEMENT,Commercial Suits,Subcase,8162.0,2025-03-28,
214829,HCBM020124992022,IAL/12496/2022,2022-04-16,2022-04-28,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8162.0,2025-04-02,
8163,HCBM020228322021,COMSL/22750/2021,2021-10-05,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8163.0,2024-09-17,
207847,HCBM020291782022,IAL/29172/2022,2022-09-12,2023-06-06,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8163.0,2025-03-28,
212318,HCBM020288712023,IAL/28862/2023,2023-10-16,2023-12-05,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8163.0,2025-03-28,
8173,HCBM020200502021,SL/19969/2021,2021-09-03,2021-09-27,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8173.0,2025-03-28,
8175,HCBM020229152021,SL/22833/2021,2021-10-05,2022-03-03,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8175.0,2025-03-28,
8177,HCBM020315212021,COMSSL/31436/2021,2021-12-30,2024-01-16,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,8177.0,2024-09-17,
8178,HCBM020292322021,SL/29148/2021,2021-12-13,2022-08-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8178.0,2025-03-28,
197068,HCBM020292352021,LPETNL/29151/2021,2021-12-13,,Bombay High Court,Pre-Admission,Original_LEAVE PETITION,Suits,Subcase,8178.0,2025-03-28,
197888,HCBM020292392021,IAL/29155/2021,2021-12-13,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8178.0,2025-03-28,
200486,HCBM020292382021,LPETNL/29154/2021,2021-12-13,,Bombay High Court,Pre-Admission,Original_LEAVE PETITION,Suits,Subcase,8178.0,2025-03-28,
205496,HCBM020055112022,IAL/5510/2022,2022-02-23,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8178.0,2025-03-28,
8182,HCBM020285372021,SL/28453/2021,2021-12-06,2023-08-01,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8182.0,2025-03-28,
8184,HCBM020294652021,SL/29381/2021,2021-12-15,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8184.0,2025-03-28,
197304,HCBM020294712021,IAL/29387/2021,2021-12-15,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8184.0,2025-03-28,
199060,HCBM020294682021,LPETNL/29384/2021,2021-12-15,2021-12-20,Bombay High Court,Disposed,Original_LEAVE PETITION,Suits,Subcase,8184.0,2025-03-28,
211777,HCBM020169512023,IAL/16944/2023,2023-06-22,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8184.0,2025-03-28,
215945,HCBM020169222023,IAL/16915/2023,2023-06-22,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8184.0,2025-03-28,
217032,HCBM020015482023,IAL/1547/2023,2023-01-17,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8184.0,2025-04-02,
8189,HCBM020276172021,SL/27534/2021,2021-11-26,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8189.0,2025-03-28,
8192,HCBM020259262021,SL/25843/2021,2021-10-30,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8192.0,2024-09-17,
8196,HCBM020209102021,SL/20829/2021,2021-09-15,2024-01-29,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8196.0,2024-09-17,
201932,HCBM020209162021,IAL/20835/2021,2021-09-15,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8196.0,2025-03-28,
202351,HCBM020391162022,CHOLL/39110/2022,2022-12-14,2023-05-02,Bombay High Court,Disposed,Original_CHAMBER ORDER LODGING,Suits,Subcase,8196.0,2025-03-31,
8199,HCBM020289962021,COMSL/28912/2021,2021-12-10,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8199.0,2024-09-17,
126723,HCBM020359762024,IAL/35967/2024,2024-11-28,2025-02-07,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8199.0,2025-03-28,
209066,HCBM020297732023,IAL/29763/2023,2023-10-21,2024-07-01,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8199.0,2025-03-28,
8202,HCBM020309782021,COMSL/30894/2021,2021-12-24,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,8202.0,2024-09-17,
8203,HCBM020206232021,COMSL/20542/2021,2021-09-09,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8203.0,2025-01-23,
112929,HCBM020082412024,IAL/8239/2024,2024-03-07,2024-10-03,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8203.0,2025-03-28,
201807,HCBM020206312021,IAL/20550/2021,2021-09-09,2024-10-03,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8203.0,2025-03-28,
217608,HCBM020091792023,IAL/9175/2023,2023-03-31,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8203.0,2025-04-03,
219198,HCBM020253222023,IAL/25313/2023,2023-09-11,2024-10-03,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8203.0,2025-03-29,
8209,HCBM020250302021,COMSSL/24947/2021,2021-10-26,,Bombay High Court,Pre-Admission,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,8209.0,2025-03-28,
197620,HCBM020250372021,IAL/24954/2021,2021-10-26,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8209.0,2025-03-28,
205551,HCBM020080652022,LPETNL/8064/2022,2022-03-15,2022-03-29,Bombay High Court,Disposed,Original_LEAVE PETITION,Commercial Suits,Subcase,8209.0,2025-03-28,
212463,HCBM020340122023,IAL/34000/2023,2023-12-06,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8209.0,2025-03-28,
217978,HCBM020031102022,SJL/3109/2022,2022-02-02,,Bombay High Court,Pre-Admission,Original_SUMMONSES FOR JUDGEMENT,Commercial Suits,Subcase,8209.0,2025-03-28,
8210,HCBM020277492021,SL/27665/2021,2021-11-27,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8210.0,2025-03-28,
197366,HCBM020277522021,IAL/27668/2021,2021-11-27,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8210.0,2025-03-28,
8214,HCBM020202892021,SL/20208/2021,2021-09-07,2024-08-05,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8214.0,2025-03-28,
8217,HCBM020221142021,COMSL/22032/2021,2021-09-28,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8217.0,2024-09-17,
217145,HCBM020232192022,IAL/23213/2022,2022-07-20,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8217.0,2025-04-03,
218186,HCBM020229532022,IAL/22947/2022,2022-07-18,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8217.0,2025-04-03,
8222,HCBM020282502021,COMSL/28166/2021,2021-12-03,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8222.0,2025-03-28,
201334,HCBM020282512021,IAL/28167/2021,2021-12-03,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8222.0,2025-03-28,
8223,HCBM020233652021,SL/23283/2021,2021-10-08,2023-07-18,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8223.0,2025-03-29,
8229,HCBM020280412021,COMSL/27957/2021,2021-12-01,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8229.0,2024-09-17,
196060,HCBM020280452021,IAL/27961/2021,2021-12-01,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8229.0,2025-03-28,
8232,HCBM020210282021,SL/20947/2021,2021-09-16,2022-02-02,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8232.0,2025-03-28,
196655,HCBM020210292021,IAL/20948/2021,2021-09-16,2022-02-18,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8232.0,2025-03-28,
8233,HCBM020233042021,COMSL/23222/2021,2021-10-08,2022-06-13,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,8233.0,2024-09-17,
208151,HCBM020346402022,IAL/34634/2022,2022-11-04,2023-04-21,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8233.0,2025-03-28,
8236,HCBM020253522021,COMSSL/25269/2021,2021-10-27,2024-01-16,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,8236.0,2025-03-28,
8239,HCBM020287512021,COMSSL/28667/2021,2021-12-08,2024-01-16,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,8239.0,2024-09-17,
8244,HCBM020222822021,SL/22200/2021,2021-09-29,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8244.0,2025-03-28,
124191,HCBM020265432024,IAL/26536/2024,2024-08-26,2024-09-18,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8244.0,2025-04-03,
200159,HCBM020240222021,IAL/23939/2021,2021-10-14,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8244.0,2025-03-28,
8245,HCBM020280622021,SL/27978/2021,2021-12-01,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8245.0,2025-03-28,
8247,HCBM020221012021,SL/22019/2021,2021-09-28,2023-04-03,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8247.0,2025-03-28,
199611,HCBM020239902021,IAL/23907/2021,2021-10-14,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8247.0,2025-03-28,
8251,HCBM020197742021,COMSSL/19693/2021,2021-09-02,2023-03-23,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,8251.0,2025-03-28,
202061,HCBM020197782021,IAL/19697/2021,2021-09-02,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8251.0,2025-03-28,
219098,HCBM020059122022,SJL/5911/2022,2022-02-25,,Bombay High Court,Pre-Admission,Original_SUMMONSES FOR JUDGEMENT,Commercial Suits,Subcase,8251.0,2025-03-28,
8255,HCBM020256052021,SL/25522/2021,2021-10-29,2024-01-29,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8255.0,2025-03-28,
8256,HCBM020288252021,SL/28741/2021,2021-12-09,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8256.0,2025-03-28,
197706,HCBM020288262021,IAL/28742/2021,2021-12-09,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8256.0,2025-03-28,
8259,HCBM020303622021,SL/30278/2021,2021-12-21,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8259.0,2024-09-17,
105385,HCBM020036952023,CHOLL/3694/2023,2023-02-06,2023-04-10,Bombay High Court,Disposed,Original_CHAMBER ORDER LODGING,Suits,Subcase,8259.0,2025-03-31,
203182,HCBM020002052022,IAL/204/2022,2022-01-04,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8259.0,2025-03-28,
8261,HCBM020204892021,SL/20408/2021,2021-09-08,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8261.0,2024-09-17,
200549,HCBM020205522021,IAL/20471/2021,2021-09-09,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8261.0,2025-03-28,
8262,HCBM020313282021,COMSL/31244/2021,2021-12-28,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8262.0,2024-09-17,
212655,HCBM020299122023,IAL/29900/2023,2023-10-23,2023-12-15,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8262.0,2025-03-28,
8265,HCBM020211462021,COMSL/21065/2021,2021-09-17,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,8265.0,2024-09-17,
198792,HCBM020211552021,IAL/21074/2021,2021-09-17,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8265.0,2025-03-28,
203996,HCBM020053412022,IAL/5340/2022,2022-02-22,2022-03-02,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8265.0,2025-03-28,
208751,HCBM020214442022,IAL/21438/2022,2022-07-05,2022-07-14,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8265.0,2025-04-03,
8270,HCBM020240472021,SL/23964/2021,2021-10-14,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8270.0,2025-03-28,
104695,HCBM020226882023,APPL/22679/2023,2023-08-18,,Bombay High Court,Pre-Admission,Original_APPEALS (OS),Suits,Subcase,8270.0,2025-03-31,
203947,HCBM020086032022,IAL/8602/2022,2022-03-17,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8270.0,2025-03-28,
205733,HCBM020214782022,IAL/21472/2022,2022-07-05,2023-06-08,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8270.0,2025-04-03,
216764,HCBM020143642022,IAL/14360/2022,2022-04-30,2023-06-08,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8270.0,2025-04-02,
219624,HCBM020226902023,IAL/22681/2023,2023-08-18,2023-12-04,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8270.0,2025-03-28,
8271,HCBM020256092021,SL/25526/2021,2021-10-29,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8271.0,2025-03-28,
8272,HCBM020286142021,SL/28530/2021,2021-12-07,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8272.0,2025-03-28,
207717,HCBM020337752022,CHOLL/33769/2022,2022-10-20,2022-11-18,Bombay High Court,Disposed,Original_CHAMBER ORDER LODGING,Suits,Subcase,8272.0,2025-03-31,
8274,HCBM020301042021,COMSL/30020/2021,2021-12-20,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,8274.0,2025-03-28,
195991,HCBM020301082021,IAL/30024/2021,2021-12-20,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8274.0,2025-03-28,
8276,HCBM020201052021,SL/20024/2021,2021-09-04,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8276.0,2025-03-28,
198124,HCBM020201132021,IAL/20032/2021,2021-09-04,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8276.0,2025-03-28,
203091,HCBM020393652022,CHOLL/39359/2022,2022-12-15,2023-01-17,Bombay High Court,Disposed,Original_CHAMBER ORDER LODGING,Suits,Subcase,8276.0,2025-03-31,
8278,HCBM020219462021,COMSL/21864/2021,2021-09-27,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8278.0,2024-09-17,
196503,HCBM020219612021,IAL/21879/2021,2021-09-27,2023-09-29,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8278.0,2025-03-28,
215841,HCBM020265132023,IAL/26505/2023,2023-09-25,2023-09-29,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8278.0,2025-03-28,
8279,HCBM020282202021,COMSL/28136/2021,2021-12-02,2022-01-17,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,8279.0,2025-03-28,
195313,HCBM020282242021,IAL/28140/2021,2021-12-02,2022-03-02,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8279.0,2025-03-28,
8280,HCBM020300812021,SL/29997/2021,2021-12-20,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8280.0,2025-03-28,
199378,HCBM020300912021,IAL/30007/2021,2021-12-20,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8280.0,2025-03-28,
205233,HCBM020216102022,IAL/21604/2022,2022-07-06,2022-07-18,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8280.0,2025-04-03,
205680,HCBM020230462022,IAL/23040/2022,2022-07-19,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8280.0,2025-04-03,
211455,HCBM020069182022,LPETNL/6917/2022,2022-03-05,,Bombay High Court,Pre-Admission,Original_LEAVE PETITION,Suits,Subcase,8280.0,2025-03-28,
8291,HCBM020305622021,COMSSL/30478/2021,2021-12-22,2023-06-26,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,8291.0,2025-03-28,
199271,HCBM020305672021,LPETNL/30483/2021,2021-12-22,2022-03-08,Bombay High Court,Disposed,Original_LEAVE PETITION,Commercial Suits,Subcase,8291.0,2025-03-28,
8294,HCBM020296662021,SL/29582/2021,2021-12-16,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8294.0,2025-03-28,
201537,HCBM020296682021,IAL/29584/2021,2021-12-16,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8294.0,2025-03-28,
205657,HCBM020319292022,IAL/31923/2022,2022-10-04,2023-08-23,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8294.0,2025-03-28,
8296,HCBM020265542021,SL/26471/2021,2021-11-15,2024-01-29,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8296.0,2025-03-28,
8302,HCBM020273422021,SL/27259/2021,2021-11-24,2021-12-01,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8302.0,2025-03-28,
8303,HCBM020304842021,SL/30400/2021,2021-12-22,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8303.0,2025-03-28,
198306,HCBM020304882021,IAL/30404/2021,2021-12-22,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8303.0,2025-03-28,
204867,HCBM020384442022,IAL/38438/2022,2022-12-08,2022-12-16,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8303.0,2025-03-28,
8306,HCBM020213302021,SL/21249/2021,2021-09-20,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8306.0,2025-03-28,
8308,HCBM020214652021,COMSL/21383/2021,2021-09-21,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,8308.0,2025-03-28,
208404,HCBM020192152022,IAL/19209/2022,2022-06-18,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8308.0,2025-04-03,
8310,HCBM020314722021,SL/31387/2021,2021-12-29,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8310.0,2025-03-28,
201484,HCBM020314762021,IAL/31391/2021,2021-12-29,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8310.0,2025-03-28,
211966,HCBM020242392023,IAL/24230/2023,2023-08-30,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8310.0,2025-03-28,
8312,HCBM020214172021,SL/21335/2021,2021-09-21,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8312.0,2025-03-28,
8314,HCBM020290942021,SL/29010/2021,2021-12-10,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8314.0,2025-03-28,
8316,HCBM020273912021,SL/27308/2021,2021-11-24,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8316.0,2025-03-28,
198994,HCBM020279452021,IAL/27861/2021,2021-11-30,2023-03-09,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8316.0,2025-03-28,
8318,HCBM020202962021,COMSL/20215/2021,2021-09-07,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8318.0,2025-03-28,
196167,HCBM020303132021,IAL/30229/2021,2021-12-21,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8318.0,2025-03-28,
196596,HCBM020203012021,IAL/20220/2021,2021-09-07,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8318.0,2025-03-28,
208459,HCBM020084142023,IAL/8410/2023,2023-03-24,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8318.0,2025-04-03,
212270,HCBM020085022023,IAL/8498/2023,2023-03-27,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8318.0,2025-04-03,
8319,HCBM020265942021,COMSL/26511/2021,2021-11-16,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,8319.0,2024-09-17,
200900,HCBM020265962021,IAL/26513/2021,2021-11-16,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8319.0,2025-03-29,
206487,HCBM020252662022,IAL/25260/2022,2022-08-05,2022-11-10,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8319.0,2025-03-28,
8320,HCBM020232562021,SL/23174/2021,2021-10-08,2024-08-09,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8320.0,2025-03-29,
102208,HCBM020027172023,CHOLL/2716/2023,2023-01-27,2023-02-14,Bombay High Court,Disposed,Original_CHAMBER ORDER LODGING,Suits,Subcase,8320.0,2025-03-31,
102783,HCBM020336162023,CHOLL/33604/2023,2023-12-02,2024-01-09,Bombay High Court,Disposed,Original_CHAMBER ORDER LODGING,Suits,Subcase,8320.0,2025-04-01,
121699,HCBM020150222024,IAL/15017/2024,2024-05-02,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8320.0,2025-03-28,
194721,HCBM020232662021,IAL/23184/2021,2021-10-08,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8320.0,2025-03-28,
213088,HCBM020068122023,LPETNL/6809/2023,2023-03-09,2023-03-13,Bombay High Court,Disposed,Original_LEAVE PETITION,Suits,Subcase,8320.0,2025-03-28,
217980,HCBM020147182023,IAL/14712/2023,2023-06-01,2023-08-07,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8320.0,2025-04-03,
8323,HCBM020288222021,COMSL/28738/2021,2021-12-09,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,8323.0,2025-03-28,
197227,HCBM020288232021,IAL/28739/2021,2021-12-09,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,8323.0,2025-03-28,
8327,HCBM020268622021,SL/26779/2021,2021-11-18,2024-01-29,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8327.0,2025-03-28,
194977,HCBM020303592021,IAL/30275/2021,2021-12-21,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8327.0,2025-03-28,
195277,HCBM020268662021,IAL/26783/2021,2021-11-18,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8327.0,2025-03-28,
8329,HCBM020297882021,SL/29704/2021,2021-12-16,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8329.0,2025-03-28,
194843,HCBM020297922021,IAL/29708/2021,2021-12-16,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8329.0,2025-03-28,
8331,HCBM020242382021,SL/24155/2021,2021-10-20,2024-01-29,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8331.0,2025-03-28,
103725,HCBM020023132023,CHOLL/2312/2023,2023-01-23,2023-03-17,Bombay High Court,Disposed,Original_CHAMBER ORDER LODGING,Suits,Subcase,8331.0,2025-03-31,
194913,HCBM020242522021,IAL/24169/2021,2021-10-20,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8331.0,2025-03-28,
8332,HCBM020319032021,COMSSL/31818/2021,2021-12-31,2024-03-08,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,8332.0,2024-09-17,
8346,HCBM020201422021,SL/20061/2021,2021-09-06,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8346.0,2025-03-28,
195211,HCBM020296082021,LPETNL/29524/2021,2021-12-16,2023-08-21,Bombay High Court,Disposed,Original_LEAVE PETITION,Suits,Subcase,8346.0,2025-03-28,
8349,HCBM020286322021,SL/28548/2021,2021-12-07,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8349.0,2025-03-28,
199798,HCBM020286372021,IAL/28553/2021,2021-12-07,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8349.0,2025-03-28,
203857,HCBM020007272022,IAL/726/2022,2022-01-07,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8349.0,2025-03-28,
210006,HCBM020077212023,IAL/7717/2023,2023-03-18,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8349.0,2025-04-02,
8350,HCBM020203472021,SL/20266/2021,2021-09-07,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8350.0,2025-03-28,
195939,HCBM020203492021,IAL/20268/2021,2021-09-07,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8350.0,2025-03-28,
199421,HCBM020203532021,LPETNL/20272/2021,2021-09-07,2021-09-20,Bombay High Court,Disposed,Original_LEAVE PETITION,Suits,Subcase,8350.0,2025-03-28,
220560,HCBM020116412023,IAL/11636/2023,2023-04-24,2023-08-23,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,8350.0,2025-04-03,
8351,HCBM020255472021,SL/25464/2021,2021-10-28,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,8351.0,2024-09-17,
197356,HCBM020307912021,IAL/30707/2021,2021-12-23,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8351.0,2025-03-28,
8354,HCBM020219912021,SL/21909/2021,2021-09-27,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,8354.0,2024-09-17,
198351,HCBM020239782021,IAL/23895/2021,2021-10-14,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8354.0,2025-03-28,
201130,HCBM020294212021,IAL/29337/2021,2021-12-14,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,8354.0,2025-03-28,
